protein1 protein2 combined_score
243273.MG_154 243273.MG_334 441
243273.MG_154 243273.MG_248 197
243273.MG_154 243273.MG_038 283
243273.MG_154 243273.MG_305 801
243273.MG_154 243273.MG_379 391
243273.MG_154 243273.MG_341 953
243273.MG_154 243273.MG_378 262
243273.MG_154 243273.MG_111 227
243273.MG_154 243273.MG_002 681
243273.MG_154 243273.MG_149 456
243273.MG_154 243273.MG_215 243
243273.MG_154 243273.MG_257 999
243273.MG_154 243273.MG_216 995
243273.MG_154 243273.MG_179 706
243273.MG_154 243273.MG_430 190
243273.MG_154 243273.MG_463 234
243273.MG_154 243273.MG_089 999
243273.MG_154 243273.MG_392 435
243273.MG_154 243273.MG_522 999
243273.MG_154 243273.MG_180 706
243273.MG_154 243273.MG_238 915
243273.MG_154 243273.MG_163 999
243273.MG_154 243273.MG_092 999
243273.MG_154 243273.MG_173 997
243273.MG_154 243273.MG_161 999
243273.MG_154 243273.MG_164 999
243273.MG_154 243273.MG_021 500
243273.MG_154 243273.MG_287 663
243273.MG_154 243273.MG_403 552
243273.MG_154 243273.MG_251 333
243273.MG_154 243273.MG_195 685
243273.MG_154 243273.MG_171 964
243273.MG_154 243273.MG_402 689
243273.MG_154 243273.MG_124 306
243273.MG_154 243273.MG_401 737
243273.MG_154 243273.MG_464 627
243273.MG_154 243273.MG_232 999
243273.MG_154 243273.MG_155 999
243273.MG_154 243273.MG_160 999
243273.MG_154 243273.MG_370 452
243273.MG_154 243273.MG_239 170
243273.MG_154 243273.MG_082 999
243273.MG_154 243273.MG_070 999
243273.MG_154 243273.MG_400 521
243273.MG_154 243273.MG_001 314
243273.MG_154 243273.MG_144 299
243273.MG_154 243273.MG_058 384
243273.MG_154 243273.MG_460 444
243273.MG_154 243273.MG_462 999
243273.MG_154 243273.MG_146 321
243273.MG_154 243273.MG_113 235
243273.MG_154 243273.MG_318 942
243273.MG_154 243273.MG_098 215
243273.MG_154 243273.MG_055 844
243273.MG_154 243273.MG_465 418
243273.MG_154 243273.MG_384 889
243273.MG_154 243273.MG_148 349
243273.MG_154 243273.MG_266 456
243273.MG_154 243273.MG_367 974
243273.MG_154 243273.MG_340 955
243273.MG_154 243273.MG_015 164
243273.MG_154 243273.MG_072 673
243273.MG_154 243273.MG_196 773
243273.MG_154 243273.MG_424 999
243273.MG_154 243273.MG_103 152
243273.MG_154 243273.MG_394 599
243273.MG_154 243273.MG_301 494
243273.MG_154 243273.MG_177 997
243273.MG_154 243273.MG_023 598
243273.MG_154 243273.MG_104 473
243273.MG_154 243273.MG_026 999
243273.MG_154 243273.MG_034 166
243273.MG_154 243273.MG_477 414
243273.MG_154 243273.MG_145 301
243273.MG_154 243273.MG_469 658
243273.MG_154 243273.MG_136 386
243273.MG_154 243273.MG_090 999
243273.MG_154 243273.MG_176 999
243273.MG_154 243273.MG_363 999
243273.MG_154 243273.MG_156 999
243273.MG_154 243273.MG_446 999
243273.MG_154 243273.MG_355 448
243273.MG_154 243273.MG_198 999
243273.MG_154 243273.MG_399 707
243273.MG_154 243273.MG_100 352
243273.MG_154 243273.MG_445 699
243273.MG_154 243273.MG_178 999
243273.MG_154 243273.MG_147 306
243273.MG_154 243273.MG_308 704
243273.MG_154 243273.MG_421 357
243273.MG_154 243273.MG_382 156
243273.MG_154 243273.MG_170 999
243273.MG_154 243273.MG_233 220
243273.MG_154 243273.MG_203 224
243273.MG_154 243273.MG_018 192
243273.MG_154 243273.MG_417 999
243273.MG_154 243273.MG_106 959
243273.MG_154 243273.MG_035 461
243273.MG_154 243273.MG_332 181
243273.MG_154 243273.MG_087 999
243273.MG_154 243273.MG_419 355
243273.MG_154 243273.MG_361 999
243273.MG_155 243273.MG_181 704
243273.MG_155 243273.MG_091 248
243273.MG_155 243273.MG_426 999
243273.MG_155 243273.MG_110 810
243273.MG_155 243273.MG_433 800
243273.MG_155 243273.MG_263 197
243273.MG_155 243273.MG_169 999
243273.MG_155 243273.MG_407 525
243273.MG_155 243273.MG_365 217
243273.MG_155 243273.MG_275 156
243273.MG_155 243273.MG_478 539
243273.MG_155 243273.MG_428 279
243273.MG_155 243273.MG_380 153
243273.MG_155 243273.MG_473 939
243273.MG_155 243273.MG_099 181
243273.MG_155 243273.MG_054 819
243273.MG_155 243273.MG_159 999
243273.MG_155 243273.MG_048 968
243273.MG_155 243273.MG_491 169
243273.MG_155 243273.MG_183 709
243273.MG_155 243273.MG_234 999
243273.MG_155 243273.MG_345 386
243273.MG_155 243273.MG_185 476
243273.MG_155 243273.MG_325 939
243273.MG_155 243273.MG_005 217
243273.MG_155 243273.MG_151 999
243273.MG_155 243273.MG_157 999
243273.MG_155 243273.MG_311 999
243273.MG_155 243273.MG_152 999
243273.MG_155 243273.MG_250 477
243273.MG_155 243273.MG_153 999
243273.MG_155 243273.MG_481 999
243273.MG_155 243273.MG_184 692
243273.MG_155 243273.MG_142 944
243273.MG_155 243273.MG_141 869
243273.MG_155 243273.MG_029 694
243273.MG_155 243273.MG_423 191
243273.MG_155 243273.MG_194 479
243273.MG_155 243273.MG_047 238
243273.MG_155 243273.MG_218 198
243273.MG_155 243273.MG_175 999
243273.MG_155 243273.MG_158 999
243273.MG_155 243273.MG_444 999
243273.MG_155 243273.MG_368 461
243273.MG_155 243273.MG_019 251
243273.MG_155 243273.MG_174 999
243273.MG_155 243273.MG_451 999
243273.MG_155 243273.MG_056 183
243273.MG_155 243273.MG_071 150
243273.MG_155 243273.MG_138 993
243273.MG_155 243273.MG_059 993
243273.MG_155 243273.MG_283 251
243273.MG_155 243273.MG_269 157
243273.MG_155 243273.MG_165 999
243273.MG_155 243273.MG_276 192
243273.MG_155 243273.MG_339 206
243273.MG_155 243273.MG_435 961
243273.MG_155 243273.MG_200 251
243273.MG_155 243273.MG_259 155
243273.MG_155 243273.MG_167 999
243273.MG_155 243273.MG_431 305
243273.MG_155 243273.MG_007 219
243273.MG_155 243273.MG_172 987
243273.MG_155 243273.MG_425 477
243273.MG_155 243273.MG_053 163
243273.MG_155 243273.MG_300 500
243273.MG_155 243273.MG_258 917
243273.MG_155 243273.MG_418 999
243273.MG_155 243273.MG_182 766
243273.MG_155 243273.MG_434 261
243273.MG_155 243273.MG_024 179
243273.MG_155 243273.MG_093 999
243273.MG_155 243273.MG_405 245
243273.MG_155 243273.MG_375 168
243273.MG_155 243273.MG_362 998
243273.MG_155 243273.MG_081 999
243273.MG_155 243273.MG_166 999
243273.MG_155 243273.MG_204 431
243273.MG_155 243273.MG_351 332
243273.MG_155 243273.MG_466 999
243273.MG_155 243273.MG_168 999
243273.MG_155 243273.MG_162 999
243273.MG_155 243273.MG_143 805
243273.MG_155 243273.MG_150 999
243273.MG_155 243273.MG_442 161
243273.MG_155 243273.MG_170 998
243273.MG_155 243273.MG_233 336
243273.MG_155 243273.MG_018 205
243273.MG_155 243273.MG_417 999
243273.MG_155 243273.MG_035 248
243273.MG_155 243273.MG_106 959
243273.MG_155 243273.MG_087 999
243273.MG_155 243273.MG_265 199
243273.MG_155 243273.MG_361 999
243273.MG_155 243273.MG_090 999
243273.MG_155 243273.MG_176 999
243273.MG_155 243273.MG_363 999
243273.MG_155 243273.MG_156 999
243273.MG_155 243273.MG_446 999
243273.MG_155 243273.MG_355 171
243273.MG_155 243273.MG_198 999
243273.MG_155 243273.MG_399 575
243273.MG_155 243273.MG_100 221
243273.MG_155 243273.MG_445 466
243273.MG_155 243273.MG_178 999
243273.MG_155 243273.MG_147 306
243273.MG_155 243273.MG_308 477
243273.MG_155 243273.MG_465 313
243273.MG_155 243273.MG_148 349
243273.MG_155 243273.MG_266 550
243273.MG_155 243273.MG_367 171
243273.MG_155 243273.MG_340 934
243273.MG_155 243273.MG_196 974
243273.MG_155 243273.MG_424 999
243273.MG_155 243273.MG_272 185
243273.MG_155 243273.MG_394 223
243273.MG_155 243273.MG_301 308
243273.MG_155 243273.MG_177 998
243273.MG_155 243273.MG_023 239
243273.MG_155 243273.MG_125 197
243273.MG_155 243273.MG_104 243
243273.MG_155 243273.MG_026 999
243273.MG_155 243273.MG_477 402
243273.MG_155 243273.MG_145 301
243273.MG_155 243273.MG_298 161
243273.MG_155 243273.MG_136 389
243273.MG_155 243273.MG_400 592
243273.MG_155 243273.MG_144 299
243273.MG_155 243273.MG_058 255
243273.MG_155 243273.MG_462 999
243273.MG_155 243273.MG_146 306
243273.MG_155 243273.MG_113 289
243273.MG_155 243273.MG_318 926
243273.MG_155 243273.MG_055 844
243273.MG_155 243273.MG_098 163
243273.MG_155 243273.MG_403 468
243273.MG_155 243273.MG_195 888
243273.MG_155 243273.MG_171 966
243273.MG_155 243273.MG_393 156
243273.MG_155 243273.MG_154 999
243273.MG_155 243273.MG_402 516
243273.MG_155 243273.MG_124 611
243273.MG_155 243273.MG_401 613
243273.MG_155 243273.MG_464 267
243273.MG_155 243273.MG_232 999
243273.MG_155 243273.MG_160 999
243273.MG_155 243273.MG_239 238
243273.MG_155 243273.MG_082 999
243273.MG_155 243273.MG_070 999
243273.MG_155 243273.MG_522 999
243273.MG_155 243273.MG_180 712
243273.MG_155 243273.MG_238 903
243273.MG_155 243273.MG_163 999
243273.MG_155 243273.MG_092 999
243273.MG_155 243273.MG_173 999
243273.MG_155 243273.MG_161 999
243273.MG_155 243273.MG_273 228
243273.MG_155 243273.MG_164 999
243273.MG_155 243273.MG_021 270
243273.MG_155 243273.MG_038 236
243273.MG_155 243273.MG_305 698
243273.MG_155 243273.MG_341 968
243273.MG_155 243273.MG_378 230
243273.MG_155 243273.MG_002 251
243273.MG_155 243273.MG_149 456
243273.MG_155 243273.MG_215 195
243273.MG_155 243273.MG_257 999
243273.MG_155 243273.MG_216 974
243273.MG_155 243273.MG_179 712
243273.MG_155 243273.MG_463 956
243273.MG_155 243273.MG_359 419
243273.MG_155 243273.MG_089 999
243273.MG_155 243273.MG_392 222
243273.MG_155 243273.MG_088 999
243273.MG_155 243273.MG_398 420
243273.MG_155 243273.MG_197 999
243273.MG_155 243273.MG_404 485
243273.MG_155 243273.MG_253 153
243273.MG_155 243273.MG_278 977
243273.MG_155 243273.MG_140 278
243273.MG_155 243273.MG_139 181
243273.MG_155 243273.MG_004 431
243273.MG_155 243273.MG_334 169
243273.MG_156 243273.MG_271 156
243273.MG_156 243273.MG_370 450
243273.MG_156 243273.MG_070 999
243273.MG_156 243273.MG_082 999
243273.MG_156 243273.MG_464 609
243273.MG_156 243273.MG_401 605
243273.MG_156 243273.MG_124 302
243273.MG_156 243273.MG_160 999
243273.MG_156 243273.MG_155 999
243273.MG_156 243273.MG_232 999
243273.MG_156 243273.MG_171 937
243273.MG_156 243273.MG_393 380
243273.MG_156 243273.MG_154 999
243273.MG_156 243273.MG_402 649
243273.MG_156 243273.MG_403 573
243273.MG_156 243273.MG_195 603
243273.MG_156 243273.MG_273 253
243273.MG_156 243273.MG_448 562
243273.MG_156 243273.MG_161 999
243273.MG_156 243273.MG_173 995
243273.MG_156 243273.MG_021 197
243273.MG_156 243273.MG_287 756
243273.MG_156 243273.MG_164 999
243273.MG_156 243273.MG_180 717
243273.MG_156 243273.MG_092 999
243273.MG_156 243273.MG_163 999
243273.MG_156 243273.MG_238 908
243273.MG_156 243273.MG_073 338
243273.MG_156 243273.MG_522 999
243273.MG_156 243273.MG_463 168
243273.MG_156 243273.MG_216 992
243273.MG_156 243273.MG_179 711
243273.MG_156 243273.MG_392 214
243273.MG_156 243273.MG_089 999
243273.MG_156 243273.MG_359 223
243273.MG_156 243273.MG_149 456
243273.MG_156 243273.MG_002 661
243273.MG_156 243273.MG_257 999
243273.MG_156 243273.MG_378 235
243273.MG_156 243273.MG_341 966
243273.MG_156 243273.MG_305 640
243273.MG_156 243273.MG_038 191
243273.MG_156 243273.MG_140 278
243273.MG_156 243273.MG_334 260
243273.MG_156 243273.MG_004 570
243273.MG_156 243273.MG_139 154
243273.MG_156 243273.MG_066 200
243273.MG_156 243273.MG_404 475
243273.MG_156 243273.MG_278 977
243273.MG_156 243273.MG_197 999
243273.MG_156 243273.MG_088 999
243273.MG_156 243273.MG_398 428
243273.MG_156 243273.MG_361 999
243273.MG_156 243273.MG_087 999
243273.MG_156 243273.MG_106 997
243273.MG_156 243273.MG_035 171
243273.MG_156 243273.MG_233 183
243273.MG_156 243273.MG_203 165
243273.MG_156 243273.MG_417 999
243273.MG_156 243273.MG_170 999
243273.MG_156 243273.MG_308 741
243273.MG_156 243273.MG_178 999
243273.MG_156 243273.MG_445 518
243273.MG_156 243273.MG_147 306
243273.MG_156 243273.MG_198 999
243273.MG_156 243273.MG_100 219
243273.MG_156 243273.MG_399 544
243273.MG_156 243273.MG_176 999
243273.MG_156 243273.MG_090 999
243273.MG_156 243273.MG_446 999
243273.MG_156 243273.MG_363 999
243273.MG_156 243273.MG_145 301
243273.MG_156 243273.MG_477 421
243273.MG_156 243273.MG_136 322
243273.MG_156 243273.MG_026 999
243273.MG_156 243273.MG_104 551
243273.MG_156 243273.MG_023 591
243273.MG_156 243273.MG_177 984
243273.MG_156 243273.MG_301 171
243273.MG_156 243273.MG_266 581
243273.MG_156 243273.MG_384 884
243273.MG_156 243273.MG_148 349
243273.MG_156 243273.MG_465 221
243273.MG_156 243273.MG_424 999
243273.MG_156 243273.MG_072 790
243273.MG_156 243273.MG_196 637
243273.MG_156 243273.MG_367 995
243273.MG_156 243273.MG_340 972
243273.MG_156 243273.MG_055 845
243273.MG_156 243273.MG_222 169
243273.MG_156 243273.MG_318 923
243273.MG_156 243273.MG_146 371
243273.MG_156 243273.MG_462 999
243273.MG_156 243273.MG_144 299
243273.MG_156 243273.MG_400 579
243273.MG_156 243273.MG_059 987
243273.MG_156 243273.MG_165 999
243273.MG_156 243273.MG_451 999
243273.MG_156 243273.MG_138 996
243273.MG_156 243273.MG_019 663
243273.MG_156 243273.MG_368 321
243273.MG_156 243273.MG_244 161
243273.MG_156 243273.MG_174 999
243273.MG_156 243273.MG_158 999
243273.MG_156 243273.MG_444 999
243273.MG_156 243273.MG_172 995
243273.MG_156 243273.MG_053 153
243273.MG_156 243273.MG_425 741
243273.MG_156 243273.MG_167 999
243273.MG_156 243273.MG_457 873
243273.MG_156 243273.MG_339 245
243273.MG_156 243273.MG_200 661
243273.MG_156 243273.MG_435 999
243273.MG_156 243273.MG_375 953
243273.MG_156 243273.MG_362 999
243273.MG_156 243273.MG_036 390
243273.MG_156 243273.MG_093 999
243273.MG_156 243273.MG_024 395
243273.MG_156 243273.MG_405 353
243273.MG_156 243273.MG_209 450
243273.MG_156 243273.MG_182 756
243273.MG_156 243273.MG_434 230
243273.MG_156 243273.MG_418 999
243273.MG_156 243273.MG_258 985
243273.MG_156 243273.MG_162 999
243273.MG_156 243273.MG_442 987
243273.MG_156 243273.MG_150 999
243273.MG_156 243273.MG_143 410
243273.MG_156 243273.MG_204 638
243273.MG_156 243273.MG_351 222
243273.MG_156 243273.MG_166 999
243273.MG_156 243273.MG_168 999
243273.MG_156 243273.MG_466 999
243273.MG_156 243273.MG_252 497
243273.MG_156 243273.MG_081 999
243273.MG_156 243273.MG_275 466
243273.MG_156 243273.MG_169 999
243273.MG_156 243273.MG_407 406
243273.MG_156 243273.MG_426 999
243273.MG_156 243273.MG_433 815
243273.MG_156 243273.MG_181 704
243273.MG_156 243273.MG_091 502
243273.MG_156 243273.MG_297 943
243273.MG_156 243273.MG_122 578
243273.MG_156 243273.MG_159 999
243273.MG_156 243273.MG_048 999
243273.MG_156 243273.MG_099 294
243273.MG_156 243273.MG_473 938
243273.MG_156 243273.MG_054 823
243273.MG_156 243273.MG_478 539
243273.MG_156 243273.MG_357 171
243273.MG_156 243273.MG_046 379
243273.MG_156 243273.MG_157 999
243273.MG_156 243273.MG_151 999
243273.MG_156 243273.MG_311 999
243273.MG_156 243273.MG_152 999
243273.MG_156 243273.MG_325 938
243273.MG_156 243273.MG_005 469
243273.MG_156 243273.MG_476 692
243273.MG_156 243273.MG_185 476
243273.MG_156 243273.MG_345 199
243273.MG_156 243273.MG_408 221
243273.MG_156 243273.MG_468 374
243273.MG_156 243273.MG_234 999
243273.MG_156 243273.MG_183 709
243273.MG_156 243273.MG_175 999
243273.MG_156 243273.MG_423 164
243273.MG_156 243273.MG_029 286
243273.MG_156 243273.MG_141 878
243273.MG_156 243273.MG_003 165
243273.MG_156 243273.MG_194 267
243273.MG_156 243273.MG_481 999
243273.MG_156 243273.MG_142 942
243273.MG_156 243273.MG_184 692
243273.MG_156 243273.MG_153 999
243273.MG_157 243273.MG_029 528
243273.MG_157 243273.MG_141 897
243273.MG_157 243273.MG_194 519
243273.MG_157 243273.MG_047 224
243273.MG_157 243273.MG_003 259
243273.MG_157 243273.MG_218 228
243273.MG_157 243273.MG_175 999
243273.MG_157 243273.MG_153 999
243273.MG_157 243273.MG_481 999
243273.MG_157 243273.MG_184 692
243273.MG_157 243273.MG_142 952
243273.MG_157 243273.MG_325 939
243273.MG_157 243273.MG_005 491
243273.MG_157 243273.MG_151 999
243273.MG_157 243273.MG_046 353
243273.MG_157 243273.MG_152 999
243273.MG_157 243273.MG_311 999
243273.MG_157 243273.MG_250 475
243273.MG_157 243273.MG_183 692
243273.MG_157 243273.MG_234 999
243273.MG_157 243273.MG_345 545
243273.MG_157 243273.MG_372 275
243273.MG_157 243273.MG_254 190
243273.MG_157 243273.MG_185 476
243273.MG_157 243273.MG_159 999
243273.MG_157 243273.MG_048 970
243273.MG_157 243273.MG_432 151
243273.MG_157 243273.MG_297 296
243273.MG_157 243273.MG_122 547
243273.MG_157 243273.MG_478 539
243273.MG_157 243273.MG_357 151
243273.MG_157 243273.MG_107 227
243273.MG_157 243273.MG_099 226
243273.MG_157 243273.MG_473 939
243273.MG_157 243273.MG_054 933
243273.MG_157 243273.MG_169 999
243273.MG_157 243273.MG_407 581
243273.MG_157 243273.MG_365 208
243273.MG_157 243273.MG_181 717
243273.MG_157 243273.MG_091 220
243273.MG_157 243273.MG_426 999
243273.MG_157 243273.MG_110 824
243273.MG_157 243273.MG_433 799
243273.MG_157 243273.MG_263 216
243273.MG_157 243273.MG_108 218
243273.MG_157 243273.MG_162 999
243273.MG_157 243273.MG_143 857
243273.MG_157 243273.MG_150 999
243273.MG_157 243273.MG_442 308
243273.MG_157 243273.MG_081 999
243273.MG_157 243273.MG_252 183
243273.MG_157 243273.MG_166 999
243273.MG_157 243273.MG_351 402
243273.MG_157 243273.MG_204 187
243273.MG_157 243273.MG_466 999
243273.MG_157 243273.MG_168 999
243273.MG_157 243273.MG_024 521
243273.MG_157 243273.MG_093 999
243273.MG_157 243273.MG_045 166
243273.MG_157 243273.MG_094 382
243273.MG_157 243273.MG_405 556
243273.MG_157 243273.MG_209 179
243273.MG_157 243273.MG_375 478
243273.MG_157 243273.MG_036 403
243273.MG_157 243273.MG_362 999
243273.MG_157 243273.MG_385 165
243273.MG_157 243273.MG_258 922
243273.MG_157 243273.MG_418 999
243273.MG_157 243273.MG_182 814
243273.MG_157 243273.MG_447 157
243273.MG_157 243273.MG_434 208
243273.MG_157 243273.MG_167 999
243273.MG_157 243273.MG_431 364
243273.MG_157 243273.MG_007 450
243273.MG_157 243273.MG_053 312
243273.MG_157 243273.MG_172 991
243273.MG_157 243273.MG_425 642
243273.MG_157 243273.MG_300 478
243273.MG_157 243273.MG_276 214
243273.MG_157 243273.MG_339 457
243273.MG_157 243273.MG_435 965
243273.MG_157 243273.MG_200 237
243273.MG_157 243273.MG_324 157
243273.MG_157 243273.MG_451 999
243273.MG_157 243273.MG_014 210
243273.MG_157 243273.MG_138 995
243273.MG_157 243273.MG_283 302
243273.MG_157 243273.MG_059 992
243273.MG_157 243273.MG_269 205
243273.MG_157 243273.MG_165 999
243273.MG_157 243273.MG_126 170
243273.MG_157 243273.MG_158 999
243273.MG_157 243273.MG_444 999
243273.MG_157 243273.MG_368 461
243273.MG_157 243273.MG_019 237
243273.MG_157 243273.MG_174 999
243273.MG_157 243273.MG_244 255
243273.MG_157 243273.MG_058 388
243273.MG_157 243273.MG_460 200
243273.MG_157 243273.MG_462 999
243273.MG_157 243273.MG_146 306
243273.MG_157 243273.MG_113 275
243273.MG_157 243273.MG_318 936
243273.MG_157 243273.MG_098 150
243273.MG_157 243273.MG_055 852
243273.MG_157 243273.MG_400 736
243273.MG_157 243273.MG_144 299
243273.MG_157 243273.MG_026 999
243273.MG_157 243273.MG_477 420
243273.MG_157 243273.MG_145 301
243273.MG_157 243273.MG_298 205
243273.MG_157 243273.MG_136 383
243273.MG_157 243273.MG_465 203
243273.MG_157 243273.MG_148 349
243273.MG_157 243273.MG_266 544
243273.MG_157 243273.MG_340 938
243273.MG_157 243273.MG_367 267
243273.MG_157 243273.MG_196 910
243273.MG_157 243273.MG_015 210
243273.MG_157 243273.MG_424 999
243273.MG_157 243273.MG_272 229
243273.MG_157 243273.MG_394 215
243273.MG_157 243273.MG_301 403
243273.MG_157 243273.MG_177 999
243273.MG_157 243273.MG_023 252
243273.MG_157 243273.MG_125 216
243273.MG_157 243273.MG_412 239
243273.MG_157 243273.MG_445 559
243273.MG_157 243273.MG_178 999
243273.MG_157 243273.MG_147 306
243273.MG_157 243273.MG_308 642
243273.MG_157 243273.MG_090 999
243273.MG_157 243273.MG_176 999
243273.MG_157 243273.MG_363 999
243273.MG_157 243273.MG_156 999
243273.MG_157 243273.MG_446 999
243273.MG_157 243273.MG_198 999
243273.MG_157 243273.MG_399 718
243273.MG_157 243273.MG_100 188
243273.MG_157 243273.MG_035 501
243273.MG_157 243273.MG_106 959
243273.MG_157 243273.MG_455 524
243273.MG_157 243273.MG_087 999
243273.MG_157 243273.MG_265 218
243273.MG_157 243273.MG_361 999
243273.MG_157 243273.MG_170 998
243273.MG_157 243273.MG_203 259
243273.MG_157 243273.MG_233 177
243273.MG_157 243273.MG_018 222
243273.MG_157 243273.MG_417 999
243273.MG_157 243273.MG_140 278
243273.MG_157 243273.MG_004 187
243273.MG_157 243273.MG_334 413
243273.MG_157 243273.MG_398 366
243273.MG_157 243273.MG_088 999
243273.MG_157 243273.MG_197 999
243273.MG_157 243273.MG_404 521
243273.MG_157 243273.MG_253 169
243273.MG_157 243273.MG_278 977
243273.MG_157 243273.MG_002 237
243273.MG_157 243273.MG_149 456
243273.MG_157 243273.MG_215 207
243273.MG_157 243273.MG_257 999
243273.MG_157 243273.MG_216 974
243273.MG_157 243273.MG_179 718
243273.MG_157 243273.MG_463 954
243273.MG_157 243273.MG_089 999
243273.MG_157 243273.MG_392 568
243273.MG_157 243273.MG_293 165
243273.MG_157 243273.MG_038 265
